Team,Conference,Year,Target,Win %,Off.Rank,Def.Rank,Avg.Turnover.Margin.per.Game,Points.Per.Game,Avg.Points.per.Game.Allowed,Rush.Yards.Per.Game.Allowed,Rushing.Yards.per.Game,Pass.Yards.Per.Game.Allowed,Pass.Yards.Per.Game,Off.Yards.Play,Yards.Play.Allowed,X3rd.Percent,Opponent.3rd.Percent,Redzone.Points,Redzone.Points.Allowed
Illinois,Big Ten,2021,0,0.4166666666666667,112,46,0.58,20.2,21.9,150.4,173.6,215.2,156.2,5.01,5.22,0.38,0.353,0.774,0.837
Indiana,Big Ten,2021,0,0.16666666666666666,124,71,-1.08,17.2,33.2,148.9,114.5,235.7,175.5,4.25,5.64,0.369,0.365,0.771,0.909
Iowa,Big Ten,2021,0,0.7142857142857143,121,17,0.79,23.4,19.2,114.4,123.6,214.5,180.1,4.67,4.72,0.34,0.369,0.723,0.907
Iowa St.,Big 12,2021,0,0.5384615384615384,49,9,0.15,31.3,20.5,122.5,160.1,188.2,263.8,6.43,5.06,0.364,0.388,0.959,0.727
Kansas,Big 12,2021,0,0.16666666666666666,113,126,0.17,20.8,42.2,249.9,139.3,236.8,184.8,5.16,7.21,0.358,0.542,0.725,0.914
Kansas St.,Big 12,2021,0,0.6153846153846154,95,29,0.31,27.5,21.0,129.5,162.4,215.2,199.9,6.3,5.37,0.438,0.399,0.844,0.927
Kent St.,MAC,2021,0,0.5,4,124,0.93,33.0,36.3,205.9,248.6,265.6,246.6,6.58,6.19,0.436,0.468,0.824,0.844
Kentucky,SEC,2021,1,0.7692307692307693,46,26,-0.85,31.8,21.7,121.5,199.5,218.6,225.7,6.41,5.5,0.503,0.386,0.852,0.895
Liberty,FBS Independent,2021,0,0.6153846153846154,35,11,-0.69,33.6,21.5,139.9,180.8,180.3,255.4,6.38,4.76,0.429,0.339,0.8,0.725
Louisiana,Sun Belt,2021,1,0.9285714285714286,64,22,1.07,31.1,18.5,144.5,187.1,190.1,217.7,5.76,4.94,0.355,0.36,0.79,0.8
Louisiana Tech,C-USA,2021,0,0.25,77,106,-0.08,28.0,34.0,166.5,121.8,267.8,262.6,5.57,6.1,0.386,0.382,0.818,0.904
Louisville,ACC,2021,0,0.46153846153846156,21,84,0.15,31.6,27.3,157.7,209.8,245.6,236.4,6.68,5.81,0.4,0.376,0.867,0.898
LSU,SEC,2021,0,0.46153846153846156,91,65,-0.23,26.5,26.6,140.8,114.0,236.8,254.5,5.39,5.51,0.37,0.398,0.829,0.854
Marshall,C-USA,2021,0,0.5384615384615384,16,79,-0.54,33.0,23.8,188.7,162.4,205.3,294.4,6.32,5.1,0.426,0.372,0.818,0.744
Maryland,Big Ten,2021,0,0.5384615384615384,32,85,-0.46,29.3,30.7,154.8,136.4,249.5,304.6,6.18,5.78,0.382,0.404,0.75,0.804
Massachusetts,FBS Independent,2021,0,0.08333333333333333,123,125,-0.83,16.3,43.1,235.4,147.7,249.6,152.7,4.82,7.33,0.333,0.518,0.686,0.852
Memphis,AAC,2021,0,0.5,38,95,-0.08,30.1,29.2,167.4,136.2,250.8,298.8,6.06,5.42,0.406,0.48,0.8,0.837
Miami,FL,2021,0,0.5833333333333334,19,75,-0.58,34.1,28.2,139.0,127.7,250.6,321.2,6.13,5.4,0.42,0.397,0.852,0.949
Miami,OH,2021,0,0.5384615384615384,52,52,0.38,28.9,23.1,145.6,144.5,223.2,278.6,6.26,5.54,0.392,0.374,0.776,0.735
Michigan,Big Ten,2021,1,0.8571428571428571,25,20,0.14,35.8,17.4,126.4,214.4,204.4,228.7,6.4,4.93,0.458,0.346,0.896,0.771
Michigan St.,Big Ten,2021,1,0.8461538461538461,42,111,0.23,31.8,25.3,117.2,175.6,324.8,253.7,6.35,5.6,0.4,0.402,0.854,0.811
Middle Tenn.,C-USA,2021,0,0.5384615384615384,96,59,0.85,29.8,25.7,136.4,123.8,236.5,238.5,5.12,5.16,0.315,0.365,0.822,0.857
Minnesota,Big Ten,2021,0,0.6923076923076923,99,3,0.31,25.5,17.3,97.5,198.1,181.2,162.0,5.46,4.86,0.447,0.348,0.84,0.852
Mississippi St.,SEC,2021,0,0.5384615384615384,29,30,-0.15,29.1,25.9,113.0,63.2,231.8,378.3,5.89,5.55,0.457,0.413,0.845,0.865
Missouri,SEC,2021,0,0.46153846153846156,61,105,0.23,29.1,33.8,227.4,179.8,206.8,233.2,5.85,6.37,0.448,0.434,0.9,0.944
Navy,AAC,2021,0,0.3333333333333333,126,34,0.42,20.1,28.2,130.4,225.5,218.2,56.8,4.28,5.98,0.374,0.394,0.865,0.778
NC State,ACC,2021,1,0.75,59,21,0.5,33.1,19.7,124.0,126.0,207.6,288.4,6.1,4.95,0.398,0.293,0.907,0.839
Nebraska,Big Ten,2021,0,0.25,20,47,-0.42,27.9,22.7,146.9,181.2,219.1,266.4,6.46,5.3,0.41,0.389,0.774,0.824
Nevada,Mountain West,2021,0,0.6153846153846154,48,87,1.31,35.7,26.5,186.0,77.2,220.5,347.0,6.07,5.55,0.42,0.387,0.922,0.886
New Mexico,Mountain West,2021,0,0.25,130,44,-0.58,12.2,28.4,143.2,120.8,219.8,114.1,3.89,5.35,0.254,0.386,0.615,0.9
New Mexico St.,FBS Independent,2021,0,0.16666666666666666,90,127,0.25,22.6,40.4,197.5,99.8,291.0,269.7,4.99,7.36,0.377,0.409,0.825,0.8
NIU,MAC,2021,0,0.6428571428571429,44,115,-0.43,32.2,33.7,214.4,241.4,238.0,187.4,5.98,6.85,0.379,0.413,0.911,0.816
North Carolina,ACC,2021,0,0.46153846153846156,10,94,0.15,35.2,32.1,180.0,212.6,238.0,255.7,6.8,6.11,0.433,0.417,0.898,0.843
North Texas,C-USA,2021,0,0.46153846153846156,41,68,0.0,27.5,27.5,152.4,233.5,230.5,197.1,5.42,5.69,0.412,0.388,0.755,0.795
Northwestern,Big Ten,2021,0,0.25,116,101,-0.5,16.6,29.0,213.0,144.2,216.5,177.3,4.72,6.14,0.358,0.428,0.676,0.827
Notre Dame,FBS Independent,2021,1,0.8461538461538461,45,43,0.69,35.2,19.7,135.3,143.8,224.2,282.5,6.14,5.26,0.423,0.321,0.88,0.787
Ohio,MAC,2021,0,0.25,87,104,-0.58,22.6,30.3,193.0,187.3,237.8,184.1,5.97,5.98,0.361,0.437,0.838,0.852
Ohio St.,Big Ten,2021,1,0.8461538461538461,1,59,0.69,45.7,22.8,126.8,180.6,246.2,380.9,7.96,5.33,0.523,0.414,0.915,0.857
Oklahoma,Big 12,2021,1,0.8461538461538461,18,76,0.85,39.1,25.8,129.0,187.5,261.8,263.5,6.89,5.73,0.426,0.379,0.968,0.851
Oklahoma St.,Big 12,2021,1,0.8571428571428571,55,5,-0.14,31.1,18.1,87.6,185.5,210.2,231.9,5.48,4.59,0.429,0.288,0.868,0.875
Old Dominion,C-USA,2021,0,0.46153846153846156,85,69,-0.62,27.6,27.3,134.2,158.3,250.0,214.8,5.31,5.31,0.419,0.414,0.84,0.851
Ole Miss,SEC,2021,1,0.7692307692307693,6,97,0.62,33.7,24.7,190.6,217.6,230.0,274.8,6.29,5.51,0.382,0.385,0.754,0.808
Oregon,Pac-12,2021,0,0.7142857142857143,50,72,0.57,31.4,27.0,144.1,202.4,241.4,221.3,6.27,5.46,0.511,0.46,0.842,0.869
Oregon St.,Pac-12,2021,0,0.5384615384615384,42,73,0.08,31.2,25.8,143.8,212.4,243.5,216.9,6.43,5.7,0.488,0.503,0.842,0.815
Penn St.,Big Ten,2021,0,0.5384615384615384,82,38,0.46,25.0,17.3,152.7,107.8,199.8,268.5,5.3,4.75,0.386,0.358,0.786,0.667
Pittsburgh,ACC,2021,1,0.7857142857142857,8,39,0.57,41.4,23.6,89.3,149.2,264.3,337.4,6.37,5.07,0.441,0.335,0.884,0.766
Purdue,Big Ten,2021,0,0.6923076923076923,33,48,-0.23,29.1,22.4,157.9,84.2,208.7,355.3,5.91,5.56,0.436,0.369,0.86,0.756
Rice,C-USA,2021,0,0.3333333333333333,97,108,-0.25,21.5,36.2,161.8,150.3,273.8,211.7,5.31,6.68,0.354,0.39,0.737,0.862
Rutgers,Big Ten,2021,0,0.38461538461538464,120,81,0.31,19.7,25.6,161.5,138.7,234.9,172.2,4.52,5.96,0.321,0.339,0.761,0.78
San Diego St.,Mountain West,2021,1,0.8571428571428571,105,12,0.71,27.4,19.8,80.3,174.3,244.1,167.9,5.14,4.73,0.321,0.318,0.878,0.872
San Jose St.,Mountain West,2021,0,0.4166666666666667,108,54,-0.83,20.0,26.5,133.9,120.4,236.1,219.7,5.41,5.12,0.335,0.4,0.816,0.848
SMU,AAC,2021,0,0.6666666666666666,13,92,-0.25,38.4,28.4,136.8,161.4,278.1,304.5,6.28,5.92,0.435,0.38,0.84,0.76
South Alabama,Sun Belt,2021,0,0.4166666666666667,92,40,0.42,24.9,26.4,146.2,111.4,208.4,256.0,5.21,5.41,0.307,0.34,0.74,0.756
South Carolina,SEC,2021,0,0.5384615384615384,111,41,0.0,22.6,24.0,175.0,135.6,180.8,201.2,5.29,5.63,0.351,0.402,0.756,0.892
South Fla.,AAC,2021,0,0.16666666666666666,102,123,-0.33,23.2,34.7,207.2,158.5,263.3,192.4,5.01,6.97,0.343,0.396,0.767,0.827
Southern California,Pac-12,2021,0,0.3333333333333333,23,89,-0.08,28.7,31.8,167.1,145.6,241.8,298.3,5.91,6.4,0.453,0.428,0.902,0.809
Southern Miss.,C-USA,2021,0,0.25,127,42,-0.58,17.7,27.9,156.5,120.8,202.0,145.5,4.25,5.8,0.293,0.377,0.704,0.703
Stanford,Pac-12,2021,0,0.25,122,114,-0.83,20.4,32.4,235.7,86.9,215.6,215.2,5.2,6.49,0.331,0.434,0.882,0.855
Syracuse,ACC,2021,0,0.4166666666666667,86,19,-0.58,24.9,26.3,126.1,213.5,204.2,153.0,5.73,5.11,0.327,0.372,0.765,0.87
TCU,Big 12,2021,0,0.4166666666666667,36,119,-0.33,28.7,34.9,222.0,196.2,239.8,239.6,6.68,7.21,0.461,0.469,0.826,0.902
Temple,AAC,2021,0,0.25,125,82,-0.17,16.3,37.5,220.4,109.3,177.9,178.1,4.77,5.56,0.28,0.421,0.8,0.867
Tennessee,SEC,2021,0,0.5384615384615384,9,99,0.23,39.3,29.1,148.5,217.8,273.2,257.1,6.49,5.43,0.447,0.421,0.845,0.92
Texas,Big 12,2021,0,0.4166666666666667,47,100,-0.33,35.2,31.1,201.6,199.0,224.0,225.4,6.34,6.03,0.438,0.419,0.936,0.863
Texas A&M,SEC,2021,0,0.6666666666666666,71,14,0.08,29.3,15.9,134.8,183.0,192.7,208.6,5.96,4.66,0.378,0.328,0.884,0.71
Texas St.,Sun Belt,2021,0,0.3333333333333333,104,103,-0.67,23.1,33.0,183.6,149.2,246.8,193.5,4.96,5.8,0.341,0.464,0.861,0.82
Texas Tech,Big 12,2021,0,0.5384615384615384,56,86,-0.31,30.3,30.2,136.8,159.1,268.2,257.2,6.57,5.86,0.427,0.447,0.92,0.88
Toledo,MAC,2021,0,0.5384615384615384,37,36,0.54,33.4,21.8,151.5,196.2,198.2,239.1,6.58,4.87,0.356,0.379,0.86,0.8
Troy,Sun Belt,2021,0,0.4166666666666667,109,24,0.25,22.8,26.1,143.0,99.8,194.9,238.7,5.17,5.08,0.399,0.333,0.757,0.909
Tulane,AAC,2021,0,0.16666666666666666,73,102,-0.75,27.6,34.0,158.4,164.8,271.2,221.8,5.64,5.81,0.361,0.4,0.717,0.902
Tulsa,AAC,2021,0,0.5384615384615384,28,56,-0.46,26.4,26.6,142.7,192.0,228.2,249.5,5.98,5.45,0.384,0.385,0.76,0.842
UAB,C-USA,2021,0,0.6923076923076923,74,16,0.15,29.5,23.2,111.5,180.2,217.3,206.3,6.29,5.02,0.408,0.346,0.848,0.875
UCF,AAC,2021,0,0.6923076923076923,66,53,0.46,31.9,24.5,159.2,196.3,210.1,206.2,6.04,5.08,0.379,0.378,0.845,0.808
UCLA,Pac-12,2021,0,0.6666666666666666,31,70,0.58,36.5,26.8,124.2,215.1,260.2,226.2,6.2,5.48,0.46,0.436,0.88,0.93
UConn,FBS Independent,2021,0,0.08333333333333333,128,116,-0.67,15.6,38.5,195.2,100.8,258.0,164.2,4.06,5.94,0.236,0.415,0.75,0.944
ULM,Sun Belt,2021,0,0.3333333333333333,115,112,0.17,20.9,33.5,153.5,129.9,289.3,191.8,4.45,6.12,0.333,0.41,0.833,0.804
UNLV,Mountain West,2021,0,0.16666666666666666,119,88,-0.42,20.8,32.8,171.9,109.8,236.5,202.5,5.16,6.13,0.348,0.411,0.897,0.804
Utah,Pac-12,2021,0,0.7142857142857143,40,27,0.07,36.1,22.6,119.4,216.8,222.3,214.3,6.38,5.24,0.482,0.374,0.836,0.787
Utah St.,Mountain West,2021,1,0.7857142857142857,22,77,0.14,32.6,24.4,161.9,142.1,230.9,303.4,5.84,5.81,0.448,0.346,0.778,0.804
UTEP,C-USA,2021,0,0.5384615384615384,70,35,-0.85,25.1,25.2,138.6,139.9,210.8,252.1,6.02,5.23,0.317,0.326,0.851,0.745
UTSA,C-USA,2021,1,0.8571428571428571,34,58,0.86,36.9,24.6,114.7,183.5,258.0,255.5,6.13,5.65,0.437,0.374,0.905,0.8
Vanderbilt,SEC,2021,0,0.16666666666666666,118,118,-0.25,15.8,35.6,193.4,123.2,264.2,189.3,4.51,6.76,0.319,0.357,0.774,0.762
Virginia,ACC,2021,0,0.5,3,121,-0.25,34.6,31.8,225.8,123.2,240.2,392.6,6.94,6.63,0.459,0.41,0.85,0.765
Virginia Tech,ACC,2021,0,0.46153846153846156,98,78,0.08,23.7,25.3,169.2,184.6,224.2,176.4,5.55,5.86,0.401,0.353,0.814,0.875
Wake Forest,ACC,2021,1,0.7857142857142857,11,91,0.64,41.0,28.9,195.5,160.5,217.8,307.4,6.04,5.86,0.491,0.387,0.925,0.804
Washington,Pac-12,2021,0,0.3333333333333333,114,23,-0.67,21.5,22.7,193.6,98.4,143.3,225.0,4.98,5.02,0.444,0.357,0.921,0.778
Washington St.,Pac-12,2021,0,0.5384615384615384,81,63,0.85,27.8,24.2,160.5,121.3,216.8,257.3,5.75,5.52,0.394,0.379,0.782,0.72
West Virginia,Big 12,2021,0,0.46153846153846156,88,37,-0.38,25.2,23.8,138.5,123.4,211.5,247.9,5.37,5.55,0.398,0.347,0.9,0.7
Western Ky.,C-USA,2021,0,0.6428571428571429,2,109,0.79,44.2,29.4,167.7,101.6,268.1,433.7,7.17,5.63,0.466,0.436,0.909,0.827
Western Mich.,MAC,2021,0,0.6153846153846154,12,18,0.0,32.5,28.2,143.1,212.8,186.4,253.6,6.32,5.78,0.456,0.268,0.833,0.875
Wisconsin,Big Ten,2021,0,0.6923076923076923,89,1,0.08,25.4,16.2,64.8,210.9,174.3,160.2,5.56,4.17,0.337,0.287,0.808,0.75
Wyoming,Mountain West,2021,0,0.5384615384615384,84,55,-0.23,25.4,23.7,180.6,211.7,189.8,162.7,5.79,5.4,0.434,0.418,0.865,0.867
Tennessee,SEC,2022,1,0.8461538461538461,1,91,0.85,46.1,22.8,115.8,199.5,289.5,326.1,7.23,5.32,0.416,0.342,0.94,0.75
Washington,Pac-12,2022,1,0.8461538461538461,2,60,0.08,39.7,25.8,121.2,146.0,251.5,369.8,6.88,5.59,0.568,0.445,0.868,0.78
Southern California,Pac-12,2022,1,0.7857142857142857,3,106,1.57,41.4,29.2,159.8,171.1,264.1,335.4,7.18,6.53,0.536,0.429,0.857,0.821
UCLA,Pac-12,2022,0,0.6923076923076923,4,87,-0.23,39.2,29.0,129.9,237.2,273.0,266.4,7.01,5.64,0.509,0.394,0.841,0.885
Georgia,SEC,2022,1,1.0,5,10,0.07,41.1,14.3,77.1,205.3,219.7,295.8,7.17,4.88,0.511,0.266,0.976,0.676
Oregon,Pac-12,2022,1,0.7692307692307693,6,71,0.69,38.8,27.4,124.8,215.8,256.4,284.8,6.92,5.8,0.463,0.468,0.843,0.769
Western Ky.,C-USA,2022,0,0.6428571428571429,7,73,0.71,36.4,23.4,147.6,145.1,236.1,352.2,6.71,5.24,0.415,0.357,0.8,0.889
Ole Miss,SEC,2022,0,0.6153846153846154,8,75,-0.08,33.5,25.5,168.0,256.6,219.8,239.8,6.45,5.32,0.471,0.386,0.797,0.885
Ohio St.,Big Ten,2022,1,0.8461538461538461,9,14,0.62,44.2,21.0,121.1,192.4,200.5,298.3,7.28,5.18,0.452,0.299,0.952,0.931
Florida St.,ACC,2022,1,0.7692307692307693,10,15,0.15,36.1,20.6,156.4,214.1,165.4,270.2,6.96,4.85,0.512,0.35,0.848,0.829
Alabama,SEC,2022,1,0.8461538461538461,11,13,-0.15,41.1,18.2,130.4,195.5,187.8,281.5,6.92,4.59,0.457,0.305,0.891,0.767
UTSA,C-USA,2022,1,0.7857142857142857,12,74,0.14,36.8,25.9,143.8,175.3,243.4,300.7,6.37,5.55,0.481,0.38,0.875,0.812
Oklahoma,Big 12,2022,0,0.46153846153846156,13,122,0.46,32.8,30.0,187.5,219.4,273.5,254.6,6.24,5.75,0.405,0.409,0.84,0.862
SMU,AAC,2022,0,0.5384615384615384,14,112,-0.15,37.2,33.8,203.6,156.2,227.5,316.7,6.12,6.0,0.478,0.381,0.919,0.846
Arkansas,SEC,2022,0,0.5384615384615384,15,124,0.0,32.5,30.6,170.5,236.7,294.7,234.7,6.37,6.46,0.459,0.45,0.831,0.87
UCF,AAC,2022,0,0.6428571428571429,16,69,-0.36,32.9,23.6,157.7,228.4,222.3,241.2,6.17,5.65,0.464,0.381,0.785,0.707
Utah,Pac-12,2022,0,0.7142857142857143,17,27,0.43,38.6,21.4,111.4,217.6,222.6,249.2,6.5,5.8,0.506,0.315,0.836,0.884
Ga. Southern,Sun Belt,2022,0,0.46153846153846156,18,129,-0.38,32.7,31.6,230.9,136.8,256.8,329.2,6.17,6.5,0.472,0.43,0.904,0.758
North Carolina,ACC,2022,0,0.6428571428571429,19,116,0.0,34.4,30.8,165.2,153.5,271.3,309.3,6.27,6.14,0.463,0.418,0.786,0.86
Arizona,Pac-12,2022,0,0.4166666666666667,20,125,-0.5,30.8,36.5,209.1,143.5,258.6,318.4,6.83,6.6,0.422,0.478,0.815,0.877
North Texas,C-USA,2022,0,0.5,21,121,-0.43,33.8,31.7,197.4,199.9,262.1,261.9,6.68,6.08,0.429,0.458,0.875,0.842
Texas Tech,Big 12,2022,0,0.6153846153846154,22,108,-0.46,34.2,29.2,168.8,159.4,256.8,302.0,5.48,5.88,0.37,0.386,0.897,0.741
East Carolina,AAC,2022,0,0.6153846153846154,23,88,1.0,32.5,27.2,112.5,170.6,291.8,290.5,6.62,6.1,0.464,0.423,0.857,0.8
Michigan,Big Ten,2022,1,0.9285714285714286,24,6,0.57,40.4,16.1,97.9,238.9,194.2,219.9,6.62,4.65,0.452,0.338,0.915,0.824
Houston,AAC,2022,0,0.6153846153846154,25,105,-0.38,36.1,32.2,143.2,141.8,278.6,314.0,6.57,5.91,0.457,0.43,0.887,0.926
App State,Sun Belt,2022,0,0.5,26,37,0.75,34.9,26.8,127.5,204.4,219.7,250.9,6.56,5.31,0.381,0.423,0.796,0.806
TCU,Big 12,2022,1,0.8666666666666667,27,95,0.4,38.8,29.0,158.9,193.3,249.3,261.7,6.69,5.71,0.398,0.365,0.836,0.845
LSU,SEC,2022,0,0.7142857142857143,28,41,0.07,34.5,22.1,148.4,183.9,206.2,269.3,6.36,5.34,0.486,0.39,0.862,0.804
James Madison,Sun Belt,2022,0,0.7272727272727273,29,5,0.36,37.0,20.9,79.5,186.7,210.0,265.7,6.17,4.74,0.397,0.284,0.839,0.87
Wake Forest,ACC,2022,0,0.6153846153846154,30,93,-0.23,36.1,28.3,136.8,130.5,269.7,311.9,5.88,5.68,0.459,0.413,0.851,0.804
Tulane,AAC,2022,1,0.8571428571428571,31,47,0.36,36.0,22.2,152.3,204.8,208.1,236.6,6.6,5.0,0.384,0.374,0.868,0.854
Kansas,Big 12,2022,0,0.46153846153846156,32,127,0.23,35.6,35.5,209.2,184.2,260.2,254.4,6.98,6.15,0.506,0.474,0.871,0.846
UAB,C-USA,2022,0,0.5384615384615384,33,48,0.0,30.1,23.2,165.9,235.6,194.9,202.6,6.71,5.34,0.452,0.402,0.784,0.844
Penn St.,Big Ten,2022,1,0.8461538461538461,34,17,0.85,35.8,18.2,111.2,181.1,212.3,252.5,6.19,4.61,0.378,0.332,0.902,0.738
Texas,Big 12,2022,0,0.6153846153846154,35,54,0.15,34.5,21.6,125.7,188.2,242.7,241.4,6.38,4.94,0.388,0.411,0.897,0.78
BYU,FBS Independent,2022,0,0.6153846153846154,36,94,0.15,31.3,29.5,173.8,176.6,234.3,249.7,6.68,5.87,0.449,0.461,0.795,0.883
Florida,SEC,2022,0,0.46153846153846156,37,97,0.77,29.5,28.8,175.2,200.2,235.8,223.8,6.58,5.92,0.405,0.497,0.75,0.839
South Alabama,Sun Belt,2022,1,0.7692307692307693,38,25,0.31,31.2,21.3,92.9,156.8,238.6,266.9,5.78,5.13,0.431,0.312,0.849,0.762
Memphis,AAC,2022,0,0.5384615384615384,39,51,0.46,35.3,26.0,122.1,142.2,241.3,279.2,5.78,5.26,0.459,0.414,0.889,0.833
Ohio,MAC,2022,0,0.7142857142857143,40,109,0.86,31.8,28.3,140.9,143.1,286.0,278.1,6.16,6.16,0.417,0.392,0.892,0.885
Kansas St.,Big 12,2022,0,0.7142857142857143,41,64,0.86,32.3,21.9,150.8,208.3,224.4,210.5,6.12,5.54,0.39,0.34,0.893,0.825
Kent St.,MAC,2022,0,0.4166666666666667,42,113,0.0,28.4,29.0,160.1,202.1,273.2,215.2,5.78,5.79,0.411,0.394,0.776,0.826
Georgia St.,Sun Belt,2022,0,0.3333333333333333,43,84,0.42,30.0,31.2,170.5,213.5,228.8,203.6,5.72,5.73,0.407,0.417,0.829,0.875
Duke,ACC,2022,0,0.6923076923076923,44,68,1.23,32.8,22.1,121.6,184.2,257.3,231.5,6.11,5.53,0.424,0.43,0.821,0.878
Baylor,Big 12,2022,0,0.46153846153846156,45,58,0.15,32.2,26.8,148.2,182.4,222.8,231.5,5.8,5.37,0.402,0.458,0.8,0.902
Tulsa,AAC,2022,0,0.4166666666666667,46,99,-0.17,30.6,33.1,207.9,138.7,206.3,273.2,5.86,5.88,0.394,0.367,0.88,0.894
Fla. Atlantic,C-USA,2022,0,0.4166666666666667,47,107,0.67,29.8,26.6,179.0,184.3,245.8,227.2,5.68,6.03,0.432,0.363,0.796,0.867
Clemson,ACC,2022,1,0.7857142857142857,48,28,-0.07,33.2,20.9,102.7,177.9,231.7,232.4,5.6,5.03,0.476,0.352,0.935,0.826
Louisville,ACC,2022,0,0.6153846153846154,49,24,0.46,26.9,19.2,133.2,200.6,197.0,205.5,5.96,5.06,0.379,0.331,0.83,0.744
Pittsburgh,ACC,2022,0,0.6923076923076923,50,23,0.15,31.3,24.3,98.0,183.0,231.9,222.8,5.78,5.15,0.397,0.322,0.83,0.792
Coastal Carolina,Sun Belt,2022,0,0.6923076923076923,51,102,0.08,29.1,31.8,133.5,159.3,284.5,246.2,6.03,6.45,0.428,0.421,0.762,0.833
Oklahoma St.,Big 12,2022,0,0.5384615384615384,52,115,-0.31,30.6,28.9,178.0,125.5,257.7,279.5,5.27,5.71,0.353,0.271,0.885,0.87
Fresno St.,Mountain West,2022,0,0.7142857142857143,53,31,0.29,30.6,19.4,149.6,132.2,189.4,270.6,6.01,5.14,0.458,0.361,0.785,0.8
Toledo,MAC,2022,0,0.6428571428571429,54,18,-0.57,31.3,25.1,143.2,177.1,183.0,224.6,5.52,4.8,0.402,0.335,0.887,0.85
Maryland,Big Ten,2022,0,0.6153846153846154,55,43,0.08,28.2,23.2,133.8,141.3,223.3,260.2,5.7,5.01,0.415,0.389,0.896,0.816
Purdue,Big Ten,2022,0,0.5714285714285714,56,53,-0.14,26.6,27.4,142.0,121.0,224.9,278.8,5.34,5.77,0.383,0.349,0.926,0.826
West Virginia,Big 12,2022,0,0.4166666666666667,57,98,-0.67,30.6,32.9,149.6,171.5,262.7,227.5,5.5,6.03,0.412,0.407,0.913,0.837
Marshall,Sun Belt,2022,0,0.6923076923076923,58,8,0.77,24.5,16.0,93.0,205.9,201.5,192.0,5.37,4.56,0.382,0.235,0.714,0.767
Air Force,Mountain West,2022,1,0.7692307692307693,59,1,0.23,27.8,13.4,95.3,326.7,159.1,70.5,5.81,5.03,0.449,0.279,0.867,0.75
Notre Dame,FBS Independent,2022,0,0.6923076923076923,60,22,-0.23,31.8,23.0,131.3,189.1,198.0,207.1,5.92,5.15,0.472,0.363,0.86,0.941
Oregon St.,Pac-12,2022,1,0.7692307692307693,61,26,-0.08,32.2,20.0,108.2,196.5,224.5,199.5,6.09,5.19,0.435,0.388,0.817,0.667
Mississippi St.,SEC,2022,0,0.6923076923076923,62,35,0.31,31.6,23.1,134.2,81.7,210.3,311.2,5.5,5.16,0.392,0.335,0.889,0.818
Louisiana Tech,C-USA,2022,0,0.25,63,126,-0.25,29.0,37.9,243.2,124.8,225.6,267.2,5.65,6.52,0.367,0.43,0.714,0.836
South Fla.,AAC,2022,0,0.08333333333333333,64,131,-0.33,28.0,41.2,234.6,197.9,282.0,192.9,6.11,7.42,0.391,0.503,0.851,0.836
Minnesota,Big Ten,2022,0,0.6923076923076923,65,9,0.46,28.2,13.8,109.0,207.3,186.1,182.2,5.87,4.97,0.521,0.279,0.852,0.893
Liberty,FBS Independent,2022,0,0.6153846153846154,66,36,-0.23,27.5,24.6,146.3,172.7,199.8,216.7,5.69,4.97,0.366,0.344,0.787,0.826
Arizona St.,Pac-12,2022,0,0.25,67,104,-0.5,26.1,31.4,188.1,135.2,233.4,251.9,5.9,6.01,0.397,0.494,0.848,0.893
Charlotte,C-USA,2022,0,0.25,68,128,-0.67,24.4,39.4,205.2,116.1,278.5,271.0,5.81,7.08,0.396,0.444,0.865,0.825
Boise St.,Mountain West,2022,0,0.7142857142857143,69,7,0.21,29.5,19.5,124.8,196.1,167.7,190.6,5.79,4.75,0.398,0.315,0.864,0.8
UTEP,C-USA,2022,0,0.4166666666666667,70,40,-0.42,24.4,27.0,136.0,167.2,216.5,217.7,5.47,5.87,0.391,0.348,0.8,0.795
Ball St.,MAC,2022,0,0.4166666666666667,71,82,-0.5,23.2,26.9,182.3,155.7,216.1,228.5,5.13,5.05,0.368,0.396,0.881,0.844
Illinois,Big Ten,2022,0,0.6153846153846154,72,3,1.15,24.2,12.8,99.8,167.3,173.8,211.8,5.25,4.39,0.38,0.301,0.804,0.742
South Carolina,SEC,2022,0,0.6153846153846154,73,89,-0.31,32.2,28.8,198.0,118.8,206.7,260.0,5.92,5.68,0.388,0.434,0.846,0.833
Auburn,SEC,2022,0,0.4166666666666667,74,79,-0.83,24.8,29.5,172.7,205.8,222.6,172.7,5.71,5.52,0.362,0.425,0.881,0.891
Buffalo,MAC,2022,0,0.5384615384615384,75,78,0.77,28.5,26.7,168.1,141.8,226.8,235.3,4.89,6.05,0.392,0.353,0.909,0.87
Syracuse,ACC,2022,0,0.5384615384615384,76,21,0.38,27.7,23.1,143.8,142.5,184.8,232.3,5.97,4.9,0.37,0.402,0.875,0.841
Rice,C-USA,2022,0,0.38461538461538464,77,76,-1.0,25.2,34.2,182.2,141.5,208.6,232.9,5.65,6.48,0.41,0.412,0.804,0.885
Middle Tenn.,C-USA,2022,0,0.6153846153846154,78,96,0.92,28.8,27.7,116.8,108.5,292.7,264.8,5.03,5.53,0.342,0.383,0.804,0.694
NIU,MAC,2022,0,0.25,79,80,0.33,27.2,32.8,142.8,190.4,252.8,182.7,5.55,5.88,0.392,0.439,0.9,0.915
